1,7,3,8,13,19,25,20,14,8,2
1,7,3,8,13,19,25,20,14,8,4
1,7,3,8,13,19,25,20,14,8,12
1,7,3,8,13,19,25,20,14,8,14
1,7,3,8,13,19,25,20,14,10,4
1,7,3,8,13,19,25,20,14,10,14
1,7,3,8,13,19,25,20,14,18,12
1,7,3,8,13,19,25,20,14,18,14
1,7,3,8,13,19,25,20,14,18,22
1,7,3,8,13,19,25,20,14,18,24
1,7,3,8,13,19,25,20,14,20,14
1,7,3,8,13,19,25,20,14,20,24
1,7,3,8,13,19,25,20,24,18,12
1,7,3,8,13,19,25,20,24,18,14
1,7,3,8,13,19,25,20,24,18,22
1,7,3,8,13,19,25,20,24,18,24
1,7,3,8,13,19,25,20,24,20,14
1,7,3,8,13,19,25,20,24,20,24
1,7,3,8,13,19,25,24,18,12,6
1,7,3,8,13,19,25,24,18,12,8
1,7,3,8,13,19,25,24,18,12,16
1,7,3,8,13,19,25,24,18,12,18
1,7,3,8,13,19,25,24,18,14,8
1,7,3,8,13,19,25,24,18,14,10
1,7,3,8,13,19,25,24,18,14,18
1,7,3,8,13,19,25,24,18,14,20
1,7,3,8,13,19,25,24,18,22,16
1,7,3,8,13,19,25,24,18,22,18
1,7,3,8,13,19,25,24,18,24,18
1,7,3,8,13,19,25,24,18,24,20
1,7,3,8,13,19,25,24,20,14,8
1,7,3,8,13,19,25,24,20,14,10
1,7,3,8,13,19,25,24,20,14,18
1,7,3,8,13,19,25,24,20,14,20
1,7,3,8,13,19,25,24,20,24,18
1,7,3,8,13,19,25,24,20,24,20
1,7,11,12,13,19,25,20,14,8,2
1,7,11,12,13,19,25,20,14,8,4
1,7,11,12,13,19,25,20,14,8,12
1,7,11,12,13,19,25,20,14,8,14
1,7,11,12,13,19,25,20,14,10,4
1,7,11,12,13,19,25,20,14,10,14
1,7,11,12,13,19,25,20,14,18,12
1,7,11,12,13,19,25,20,14,18,14
1,7,11,12,13,19,25,20,14,18,22
1,7,11,12,13,19,25,20,14,18,24
1,7,11,12,13,19,25,20,14,20,14
1,7,11,12,13,19,25,20,14,20,24
1,7,11,12,13,19,25,20,24,18,12
1,7,11,12,13,19,25,20,24,18,14
1,7,11,12,13,19,25,20,24,18,22
1,7,11,12,13,19,25,20,24,18,24
1,7,11,12,13,19,25,20,24,20,14
1,7,11,12,13,19,25,20,24,20,24
1,7,11,12,13,19,25,24,18,12,6
1,7,11,12,13,19,25,24,18,12,8
1,7,11,12,13,19,25,24,18,12,16
1,7,11,12,13,19,25,24,18,12,18
1,7,11,12,13,19,25,24,18,14,8
1,7,11,12,13,19,25,24,18,14,10
1,7,11,12,13,19,25,24,18,14,18
1,7,11,12,13,19,25,24,18,14,20
1,7,11,12,13,19,25,24,18,22,16
1,7,11,12,13,19,25,24,18,22,18
1,7,11,12,13,19,25,24,18,24,18
1,7,11,12,13,19,25,24,18,24,20
1,7,11,12,13,19,25,24,20,14,8
1,7,11,12,13,19,25,24,20,14,10
1,7,11,12,13,19,25,24,20,14,18
1,7,11,12,13,19,25,24,20,14,20
1,7,11,12,13,19,25,24,20,24,18
1,7,11,12,13,19,25,24,20,24,20
1,7,13,8,13,19,25,20,14,8,2
1,7,13,8,13,19,25,20,14,8,4
1,7,13,8,13,19,25,20,14,8,12
1,7,13,8,13,19,25,20,14,8,14
1,7,13,8,13,19,25,20,14,10,4
1,7,13,8,13,19,25,20,14,10,14
1,7,13,8,13,19,25,20,14,18,12
1,7,13,8,13,19,25,20,14,18,14
1,7,13,8,13,19,25,20,14,18,22
1,7,13,8,13,19,25,20,14,18,24
1,7,13,8,13,19,25,20,14,20,14
1,7,13,8,13,19,25,20,14,20,24
1,7,13,8,13,19,25,20,24,18,12
1,7,13,8,13,19,25,20,24,18,14
1,7,13,8,13,19,25,20,24,18,22
1,7,13,8,13,19,25,20,24,18,24
1,7,13,8,13,19,25,20,24,20,14
1,7,13,8,13,19,25,20,24,20,24
1,7,13,8,13,19,25,24,18,12,6
1,7,13,8,13,19,25,24,18,12,8
1,7,13,8,13,19,25,24,18,12,16
1,7,13,8,13,19,25,24,18,12,18
1,7,13,8,13,19,25,24,18,14,8
1,7,13,8,13,19,25,24,18,14,10
1,7,13,8,13,19,25,24,18,14,18
1,7,13,8,13,19,25,24,18,14,20
