1,7,13,18,13,7,11
1,7,13,18,13,7,13
1,7,13,18,13,9,3
1,7,13,18,13,9,5
1,7,13,18,13,9,13
1,7,13,18,13,9,15
1,7,13,18,13,17,11
1,7,13,18,13,17,13
1,7,13,18,13,17,21
1,7,13,18,13,17,23
1,7,13,18,13,19,13
1,7,13,18,13,19,15
1,7,13,18,13,19,23
1,7,13,18,13,19,25
1,7,13,18,17,11,7
1,7,13,18,17,11,17
1,7,13,18,17,13,7
1,7,13,18,17,13,9
1,7,13,18,17,13,17
1,7,13,18,17,13,19
1,7,13,18,17,21,17
1,7,13,18,17,23,17
1,7,13,18,17,23,19
1,7,13,18,19,13,7
1,7,13,18,19,13,9
1,7,13,18,19,13,17
1,7,13,18,19,13,19
1,7,13,18,19,15,9
1,7,13,18,19,15,19
1,7,13,18,19,23,17
1,7,13,18,19,23,19
1,7,13,18,19,25,19
1,7,13,18,23,17,11
1,7,13,18,23,17,13
1,7,13,18,23,17,21
1,7,13,18,23,17,23
1,7,13,18,23,19,13
1,7,13,18,23,19,15
1,7,13,18,23,19,23
1,7,13,18,23,19,25
