1,7,1,2,1,7,1
1,7,1,2,1,7,3
1,7,1,2,1,7,11
1,7,1,2,1,7,13
1,7,1,2,3,7,1
1,7,1,2,3,7,3
1,7,1,2,3,7,11
1,7,1,2,3,7,13
1,7,1,2,3,9,3
1,7,1,2,3,9,5
1,7,1,2,3,9,13
1,7,1,2,3,9,15
1,7,1,2,7,1,7
1,7,1,2,7,3,7
1,7,1,2,7,3,9
1,7,1,2,7,11,7
1,7,1,2,7,11,17
1,7,1,2,7,13,7
1,7,1,2,7,13,9
1,7,1,2,7,13,17
1,7,1,2,7,13,19
1,7,1,6,1,7,1
1,7,1,6,1,7,3
1,7,1,6,1,7,11
1,7,1,6,1,7,13
1,7,1,6,7,1,7
1,7,1,6,7,3,7
1,7,1,6,7,3,9
1,7,1,6,7,11,7
1,7,1,6,7,11,17
1,7,1,6,7,13,7
1,7,1,6,7,13,9
1,7,1,6,7,13,17
1,7,1,6,7,13,19
1,7,1,6,11,7,1
1,7,1,6,11,7,3
1,7,1,6,11,7,11
1,7,1,6,11,7,13
1,7,1,6,11,17,11
1,7,1,6,11,17,13
1,7,1,6,11,17,21
1,7,1,6,11,17,23
1,7,3,2,1,7,1
1,7,3,2,1,7,3
1,7,3,2,1,7,11
1,7,3,2,1,7,13
1,7,3,2,3,7,1
1,7,3,2,3,7,3
1,7,3,2,3,7,11
1,7,3,2,3,7,13
1,7,3,2,3,9,3
1,7,3,2,3,9,5
1,7,3,2,3,9,13
1,7,3,2,3,9,15
1,7,3,2,7,1,7
1,7,3,2,7,3,7
1,7,3,2,7,3,9
1,7,3,2,7,11,7
1,7,3,2,7,11,17
1,7,3,2,7,13,7
1,7,3,2,7,13,9
1,7,3,2,7,13,17
1,7,3,2,7,13,19
1,7,3,8,3,7,1
1,7,3,8,3,7,3
1,7,3,8,3,7,11
1,7,3,8,3,7,13
1,7,3,8,3,9,3
1,7,3,8,3,9,5
1,7,3,8,3,9,13
1,7,3,8,3,9,15
1,7,3,8,7,1,7
1,7,3,8,7,3,7
1,7,3,8,7,3,9
1,7,3,8,7,11,7
1,7,3,8,7,11,17
1,7,3,8,7,13,7
1,7,3,8,7,13,9
1,7,3,8,7,13,17
1,7,3,8,7,13,19
1,7,3,8,9,3,7
1,7,3,8,9,3,9
1,7,3,8,9,5,9
1,7,3,8,9,13,7
1,7,3,8,9,13,9
1,7,3,8,9,13,17
1,7,3,8,9,13,19
1,7,3,8,9,15,9
1,7,3,8,9,15,19
1,7,3,8,13,7,1
1,7,3,8,13,7,3
1,7,3,8,13,7,11
1,7,3,8,13,7,13
1,7,3,8,13,9,3
1,7,3,8,13,9,5
1,7,3,8,13,9,13
1,7,3,8,13,9,15
1,7,3,8,13,17,11
1,7,3,8,13,17,13
1,7,3,8,13,17,21
1,7,3,8,13,17,23
1,7,3,8,13,19,13
1,7,3,8,13,19,15
1,7,3,8,13,19,23
1,7,3,8,13,19,25
1,7,3,4,3,7,1
1,7,3,4,3,7,3
1,7,3,4,3,7,11
1,7,3,4,3,7,13
1,7,3,4,3,9,3
1,7,3,4,3,9,5
1,7,3,4,3,9,13
1,7,3,4,3,9,15
1,7,3,4,5,9,3
1,7,3,4,5,9,5
1,7,3,4,5,9,13
1,7,3,4,5,9,15
1,7,3,4,9,3,7
1,7,3,4,9,3,9
1,7,3,4,9,5,9
1,7,3,4,9,13,7
1,7,3,4,9,13,9
1,7,3,4,9,13,17
1,7,3,4,9,13,19
1,7,3,4,9,15,9
1,7,3,4,9,15,19
1,7,11,6,1,7,1
1,7,11,6,1,7,3
1,7,11,6,1,7,11
1,7,11,6,1,7,13
1,7,11,6,7,1,7
1,7,11,6,7,3,7
1,7,11,6,7,3,9
1,7,11,6,7,11,7
1,7,11,6,7,11,17
1,7,11,6,7,13,7
1,7,11,6,7,13,9
1,7,11,6,7,13,17
1,7,11,6,7,13,19
1,7,11,6,11,7,1
1,7,11,6,11,7,3
1,7,11,6,11,7,11
1,7,11,6,11,7,13
1,7,11,6,11,17,11
1,7,11,6,11,17,13
1,7,11,6,11,17,21
1,7,11,6,11,17,23
1,7,11,12,7,1,7
1,7,11,12,7,3,7
1,7,11,12,7,3,9
1,7,11,12,7,11,7
1,7,11,12,7,11,17
1,7,11,12,7,13,7
1,7,11,12,7,13,9
1,7,11,12,7,13,17
1,7,11,12,7,13,19
1,7,11,12,11,7,1
1,7,11,12,11,7,3
1,7,11,12,11,7,11
1,7,11,12,11,7,13
1,7,11,12,11,17,11
1,7,11,12,11,17,13
1,7,11,12,11,17,21
1,7,11,12,11,17,23
1,7,11,12,13,7,1
1,7,11,12,13,7,3
1,7,11,12,13,7,11
1,7,11,12,13,7,13
1,7,11,12,13,9,3
1,7,11,12,13,9,5
1,7,11,12,13,9,13
1,7,11,12,13,9,15
1,7,11,12,13,17,11
1,7,11,12,13,17,13
1,7,11,12,13,17,21
1,7,11,12,13,17,23
1,7,11,12,13,19,13
1,7,11,12,13,19,15
1,7,11,12,13,19,23
1,7,11,12,13,19,25
1,7,11,12,17,11,7
1,7,11,12,17,11,17
1,7,11,12,17,13,7
1,7,11,12,17,13,9
1,7,11,12,17,13,17
1,7,11,12,17,13,19
1,7,11,12,17,21,17
1,7,11,12,17,23,17
1,7,11,12,17,23,19
1,7,11,16,11,7,1
1,7,11,16,11,7,3
1,7,11,16,11,7,11
1,7,11,16,11,7,13
1,7,11,16,11,17,11
1,7,11,16,11,17,13
1,7,11,16,11,17,21
1,7,11,16,11,17,23
1,7,11,16,17,11,7
1,7,11,16,17,11,17
1,7,11,16,17,13,7
1,7,11,16,17,13,9
1,7,11,16,17,13,17
1,7,11,16,17,13,19
1,7,11,16,17,21,17
1,7,11,16,17,23,17
1,7,11,16,17,23,19
1,7,11,16,21,17,11
1,7,11,16,21,17,13
1,7,11,16,21,17,21
1,7,11,16,21,17,23
1,7,13,8,3,7,1
1,7,13,8,3,7,3
1,7,13,8,3,7,11
1,7,13,8,3,7,13
1,7,13,8,3,9,3
1,7,13,8,3,9,5
1,7,13,8,3,9,13
1,7,13,8,3,9,15
1,7,13,8,7,1,7
1,7,13,8,7,3,7
1,7,13,8,7,3,9
1,7,13,8,7,11,7
1,7,13,8,7,11,17
1,7,13,8,7,13,7
1,7,13,8,7,13,9
1,7,13,8,7,13,17
1,7,13,8,7,13,19
1,7,13,8,9,3,7
1,7,13,8,9,3,9
1,7,13,8,9,5,9
1,7,13,8,9,13,7
1,7,13,8,9,13,9
1,7,13,8,9,13,17
1,7,13,8,9,13,19
1,7,13,8,9,15,9
1,7,13,8,9,15,19
1,7,13,8,13,7,1
1,7,13,8,13,7,3
1,7,13,8,13,7,11
1,7,13,8,13,7,13
1,7,13,8,13,9,3
1,7,13,8,13,9,5
1,7,13,8,13,9,13
1,7,13,8,13,9,15
1,7,13,8,13,17,11
1,7,13,8,13,17,13
1,7,13,8,13,17,21
1,7,13,8,13,17,23
1,7,13,8,13,19,13
1,7,13,8,13,19,15
1,7,13,8,13,19,23
1,7,13,8,13,19,25
1,7,13,12,7,1,7
1,7,13,12,7,3,7
1,7,13,12,7,3,9
1,7,13,12,7,11,7
1,7,13,12,7,11,17
1,7,13,12,7,13,7
1,7,13,12,7,13,9
1,7,13,12,7,13,17
1,7,13,12,7,13,19
1,7,13,12,11,7,1
1,7,13,12,11,7,3
1,7,13,12,11,7,11
1,7,13,12,11,7,13
1,7,13,12,11,17,11
1,7,13,12,11,17,13
1,7,13,12,11,17,21
1,7,13,12,11,17,23
1,7,13,12,13,7,1
1,7,13,12,13,7,3
1,7,13,12,13,7,11
1,7,13,12,13,7,13
1,7,13,12,13,9,3
1,7,13,12,13,9,5
1,7,13,12,13,9,13
1,7,13,12,13,9,15
1,7,13,12,13,17,11
1,7,13,12,13,17,13
1,7,13,12,13,17,21
1,7,13,12,13,17,23
1,7,13,12,13,19,13
1,7,13,12,13,19,15
1,7,13,12,13,19,23
1,7,13,12,13,19,25
1,7,13,12,17,11,7
1,7,13,12,17,11,17
1,7,13,12,17,13,7
1,7,13,12,17,13,9
1,7,13,12,17,13,17
1,7,13,12,17,13,19
1,7,13,12,17,21,17
1,7,13,12,17,23,17
1,7,13,12,17,23,19
1,7,13,14,9,3,7
1,7,13,14,9,3,9
1,7,13,14,9,5,9
1,7,13,14,9,13,7
1,7,13,14,9,13,9
1,7,13,14,9,13,17
1,7,13,14,9,13,19
1,7,13,14,9,15,9
1,7,13,14,9,15,19
1,7,13,14,13,7,1
1,7,13,14,13,7,3
1,7,13,14,13,7,11
1,7,13,14,13,7,13
1,7,13,14,13,9,3
1,7,13,14,13,9,5
1,7,13,14,13,9,13
1,7,13,14,13,9,15
1,7,13,14,13,17,11
1,7,13,14,13,17,13
1,7,13,14,13,17,21
1,7,13,14,13,17,23
1,7,13,14,13,19,13
1,7,13,14,13,19,15
1,7,13,14,13,19,23
1,7,13,14,13,19,25
1,7,13,14,15,9,3
1,7,13,14,15,9,5
1,7,13,14,15,9,13
1,7,13,14,15,9,15
1,7,13,14,15,19,13
1,7,13,14,15,19,15
1,7,13,14,15,19,23
1,7,13,14,15,19,25
1,7,13,14,19,13,7
1,7,13,14,19,13,9
1,7,13,14,19,13,17
1,7,13,14,19,13,19
1,7,13,14,19,15,9
1,7,13,14,19,15,19
1,7,13,14,19,23,17
1,7,13,14,19,23,19
1,7,13,14,19,25,19
1,7,13,18,13,7,1
1,7,13,18,13,7,3
